Año;Descripción del Peligro (Falla/Error) que afecta la Seguridad de Aeronave o Componente de Aeronave;Consecuencias Potenciales;"Nivel de Riesgo
(1 - 5)";Categoría del Peligro;Acrónimo Categoría;Código del Peligro;"Peligros
Ene";"HHT
Ene";"Peligros
Feb";"HHT
Feb";"Peligros
Mar";"HHT
Mar";"Peligros
Abr";"HHT
Abr";"Peligros
May";"HHT
May";"Peligros
Jun";"HHT
Jun";"Peligros
Jul";"HHT
Jul";"Peligros
Ago";"HHT
Ago";Peligros Sep;"HHT
Sep";"Peligros
Oct";"HHT
Oct";"Peligros
Nov";"HHT
Nov";"Peligros
Dic";"HHT
Dic";
2021;Abastecimiento de combustible incumpliendo procedimientos estandarizados normativos;Riesgo de operar la aeronave con combustible de baja calidad o en cantidades incorrectas.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.1;2;55947;4;49724;3;53154;0;50928;5;49569;1;49579;2;52067;4;49288;0;50909;1;49520;3;49565;5;51976;
2021;Golpe a la aeronave o hélice;Riesgo de daño estructural o de componentes críticos debido a impactos.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.2;0;53523;1;52605;2;54810;3;53386;4;52185;5;51977;0;49171;1;52029;5;49203;3;50831;2;52342;4;53214;
2021;Pérdida de potencia, Problemas de arranque, sobrecalentamiento;Riesgo de fallas en el motor que pueden llevar a una pérdida de control o daño.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.3;3;48960;4;53376;5;50674;0;50731;1;51719;2;53333;3;54231;4;49506;0;54860;2;49479;5;49688;1;52500;
2021;Problemas en los alerones, elevadores, timones, sistemas de dirección;Riesgo de pérdida de control de la aeronave debido a problemas en los sistemas de control.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.4;2;48744;0;48375;4;54524;1;54146;3;50261;5;54277;2;52463;0;53477;1;53098;4;51209;3;51962;5;52177;
2021;Fugas de combustible, obstrucciones en las líneas de combustible o problemas en los tanques de combustible;Riesgo de incendios o fallas en el motor debido a problemas en el sistema de combustible.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.5;1;49960;4;52309;0;52611;3;50684;2;54318;5;52020;2;53683;5;53493;1;49741;3;53746;4;53281;0;54277;
2021;Fallas en los generadores eléctricos, baterías, interruptores eléctricos y sistemas de iluminación;Riesgo de falta de energía eléctrica para sistemas críticos y la iluminación de la aeronave.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.6;5;53524;2;54759;4;49342;0;51251;1;52926;3;54312;0;53223;4;53928;2;50589;5;50560;1;53239;3;50331;
2021;Fallas en el sistema hidráulico controlan las superficies de control, el tren de aterrizaje;Riesgo de pérdida de control de la aeronave debido a problemas en el sistema hidráulico.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.7;3;50657;0;49472;1;49106;2;51733;4;51747;5;54071;3;49425;1;50546;2;52915;4;51864;0;53769;5;54461;
2021;Daños a la estructura de la aeronave, como grietas, corrosión o daños estructurales;Riesgo de pérdida estructural o de rendimiento de la aeronave debido a daños en la estructura.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.8;4;55370;1;49639;3;54737;5;50488;0;49273;2;50928;4;50682;2;52850;5;51128;0;54646;1;54484;3;54252;
2021;Fallas en los sistemas de comunicación, afección a la capacidad de la tripulación para comunicarse con el control del tráfico aéreo y otros aviones;Riesgo de falta de comunicación segura y efectiva, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.9;0;49600;3;55981;2;50510;4;51542;5;49000;1;50663;1;54234;0;51342;3;54425;5;50986;2;51652;4;49546;
2021;Fallas en los sistemas de navegación, en errores de posicionamiento y dificultades para seguir rutas de vuelo planificadas.;Riesgo de pérdida de orientación y capacidad para seguir rutas de vuelo, lo que puede llevar a situaciones peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.10;2;52117;5;55211;4;50912;1;53576;3;53931;0;50763;5;54649;3;54664;0;52758;2;49545;4;54112;1;53275;
2021;Piloto de prueba genera maniobra peligrosa;Riesgo de pérdida de control de la aeronave o daño debido a maniobras peligrosas.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.11;3;51937;0;51575;5;53842;4;54290;1;52834;2;53303;1;49143;2;51738;4;51226;0;49194;3;54562;5;53414;
2021;Impacto impacto con ave;Riesgo de daño estructural, fallas en motores o pérdida de control debido a colisiones con aves.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.12;4;51712;1;51769;3;50551;2;50677;5;50918;0;49196;4;51982;0;52987;3;54772;1;51770;5;53515;2;51420;
2021;Falla en instrumento e indicadores del motor;Riesgo de operar con información inexacta o falta de información crítica sobre el motor.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.13;0;49093;4;53635;2;53189;1;52316;3;54470;5;53829;3;54001;4;52632;5;54761;0;54541;2;51034;1;49534;
2021;Apagada de motor en vuelo;Riesgo de pérdida de potencia y control de la aeronave debido al apagado del motor en vuelo.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.14;5;49417;2;50926;1;53768;3;50519;4;51742;0;53587;1;49547;0;53004;2;51419;3;50065;4;50241;5;51646;
2021;Salida de pista;Riesgo de daño a la aeronave y lesiones a bordo debido a salidas de pista.;5;Prueba de Vuelo y Operacional ;PVOPS;P8.15;2;55081;3;52413;4;54111;0;54180;5;50001;1;53331;0;51404;1;49575;5;52423;4;49248;2;53614;3;51682;
2021;No realizar el planeamiento del vuelo de acuerdo con las directivas y normativas;Riesgo de operar en condiciones no planificadas o de manera insegura.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.16;1;52753;0;49647;3;50907;2;52156;4;54603;5;51156;4;54337;3;54245;2;53425;1;52323;0;51651;5;50412;
2021;Error en las indicaciones de los instrumentos;Riesgo de operar con información inexacta debido a errores en los instrumentos.;4;Prueba de Vuelo y Operacional ;PVOPS;P8.17;1;50726;4;55443;2;52542;0;54992;5;50558;3;51251;0;49712;2;52899;3;50710;5;49230;1;49550;4;50742;
2022;Instalación de un elemento no aprobado para uso aeronáutico (sin trazabilidad).;Posible compromiso de seguridad y confiabilidad de la aeronave o componente.;5;Equipos, Componentes y Materiales;ECM;P1.1;5;48284;3;54369;1;52378;4;50432;0;49002;2;51746;1;51272;0;49142;5;54467;3;50358;2;53178;4;49315;
2022;Instalación de un elemento sujeto a vida límite en servicio, sin contar con la información de tiempo de vida remanente.;Riesgo de operar elementos fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Equipos, Componentes y Materiales;ECM;P1.2;0;52249;2;50661;4;49556;1;54390;3;51730;5;53393;4;51873;1;53541;3;54077;0;53564;2;51066;5;51765;
2022;Certificar la aeronavegabilidad de un accesorio, con un tiempo de vida superior al tiempo real de vida disponible (horas/ciclos).;Puede llevar a un mayor desgaste de los componentes y aumentar el riesgo de fallas.;4;Equipos, Componentes y Materiales;ECM;P1.3;2;55862;5;49998;3;49765;1;51311;4;50701;0;53702;3;54994;1;49597;0;49096;2;51360;4;52111;5;51747;
2022;Utilización de un producto químico, con su fecha de expiración vencida o desconocida.;Riesgo de reacciones químicas impredecibles que podrían afectar la seguridad de la aeronave.;4;Equipos, Componentes y Materiales;ECM;P1.4;4;50125;0;49257;5;54928;3;51066;2;51136;1;54796;2;51156;4;52228;1;50488;5;52683;3;50096;0;51672;
2022;Incumplimiento de los requisitos especiales de almacenamiento establecidos por el fabricante de los equipos, instrumentos o accesorios o por la AAC;Potencial deterioro de componentes o equipos que pueden resultar en fallos o reducción de vida útil.;3;Equipos, Componentes y Materiales;ECM;P1.5;3;48158;1;52621;0;54629;2;53481;5;52684;4;49528;5;52240;3;51191;2;54584;4;50545;1;49760;0;52245;
2022;Utilización de un equipo de prueba no certificado (inoperativo o no comprobado).;Puede llevar a mediciones inexactas, lo que puede resultar en fallas no detectadas.;4;Equipos y Herramientas Calibradas;EHC;P2.1;0;54266;4;48896;1;50094;3;52559;2;50373;5;51428;1;54356;2;52503;4;52938;5;54506;0;54178;3;51498;
2022;Utilización de una herramienta no calibrada o con su periodo de calibración vencido.;Riesgo de medidas incorrectas o daño a componentes debido a herramientas no precisas.;4;Equipos y Herramientas Calibradas;EHC;P2.2;2;52698;1;53427;5;50670;0;53557;3;49836;4;49953;3;53832;0;54515;1;54807;4;51527;2;50159;5;49211;
2022;Utilización de una herramienta que se ha caído o ha sido golpeada;Puede resultar en herramientas dañadas o deformadas, lo que podría afectar la precisión y seguridad.;3;Equipos y Herramientas Calibradas;EHC;P2.3;4;55779;3;53108;0;50072;1;51895;5;50330;2;53046;4;50325;5;49533;2;52819;0;51450;3;49974;1;52603;
2022;Utilización de una herramienta inapropiada o no aprobada por el fabricante del equipo. Instrumento o accesorio.;Riesgo de daño a componentes debido al uso de herramientas incorrectas.;3;Equipos y Herramientas Calibradas;EHC;P2.4;5;50018;0;48127;4;54462;3;53424;1;50086;2;49064;2;54141;3;50982;1;53992;0;54911;4;49307;5;53753;
2022;Imposibilidad para disponer de información técnica, por problemas de acceso (falla del computador, lectores ópticos, etc.).;Puede llevar a la realización incorrecta de tareas de mantenimiento o inspección.;3;Manuales y Procedimientos Técnicos ;MPT;P3.1;3;52651;2;48105;0;53531;5;52400;4;54837;1;49261;5;51456;4;51343;0;54190;2;53281;1;52768;3;54887;
2022;Utilización de información técnica no aplicables a la marca y modelo del equipo, instrumento o accesorio.;Puede resultar en un trabajo incorrecto o inadecuado para la aeronave específica.;4;Manuales y Procedimientos Técnicos ;MPT;P3.2;1;52823;5;55501;3;50386;2;51666;0;50823;4;53671;4;54086;0;52794;1;52596;3;51574;5;50635;2;51317;
2022;Ejecución de un trabajo sin consultar la información técnica aplicable.;Puede llevar a la realización de tareas incorrectas o incompletas.;3;Manuales y Procedimientos Técnicos ;MPT;P3.3;0;50941;2;50817;1;52090;3;51636;4;50362;5;51699;1;54743;3;52992;4;53605;5;51340;2;49874;0;51991;
2022;Utilización de información técnica modificada por la empresa, sin que esta cuente con la aprobación de la AAC y del fabricante.;Riesgo de aplicar información incorrecta y aumentar el riesgo.;4;Manuales y Procedimientos Técnicos ;MPT;P3.4;4;48672;1;52585;0;49993;4;50256;2;51790;5;49844;5;50634;1;51964;2;53848;0;54497;3;50942;4;52296;
2022;Error al determinar el verdadero estado de actualización de la información técnica;Riesgo de utilizar información desactualizada y cometer errores en las tareas de mantenimiento.;3;Manuales y Procedimientos Técnicos ;MPT;P3.5;3;48283;2;54792;5;53403;2;53087;1;54586;1;50704;4;54711;5;50335;3;51357;1;50340;0;49181;4;51530;
2022;Utilización de información técnica ilegible (sucia, incompleta) que impida su correcta interpretación.;Puede resultar en la interpretación incorrecta y realizar tareas de manera inapropiada.;3;Manuales y Procedimientos Técnicos ;MPT;P3.6;3;53744;4;48504;5;54165;0;53019;1;50198;2;49635;3;53673;2;49705;4;51412;0;52659;5;49624;1;52794;
2022;Utilización en una tarea de mantenimiento de información técnica desactualizada;Puede llevar a la aplicación de prácticas obsoletas o inseguras.;3;Manuales y Procedimientos Técnicos ;MPT;P3.7;1;50518;0;53395;2;54130;3;51987;4;54062;5;52090;4;52919;0;50287;5;53905;1;51430;3;52582;2;50145;
2022;Ejecución de un trabajo sin aplicar los formatos de inspección / mantenimiento, cuando así se requiera.;Riesgo de realizar inspecciones o mantenimiento inadecuados o incompletos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.1;5;50454;2;52914;3;53708;4;49411;0;52960;1;52164;1;50042;4;54619;2;53535;3;50823;5;51083;0;54931;
2022;Incompleta instalación de componentes y/o elementos;Puede llevar a la operación insegura de la aeronave o componente.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.2;0;50270;3;48875;1;52237;2;53474;5;52785;4;54753;3;50636;5;53997;0;52085;4;51700;1;52158;2;54517;
2022;Incorrecta instalación de componentes y/o elementos;Riesgo de fallas críticas o daños debido a la instalación incorrecta.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.3;3;55769;4;51879;1;51483;2;53415;0;52544;5;49613;4;50380;0;50187;2;49684;5;51018;3;49984;1;54782;
2022;Instalación cruzada de partes;Puede resultar en fallas o daños significativos debido a la incompatibilidad de las partes.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.4;0;55310;3;49605;2;49642;4;52804;1;50412;5;53968;0;49648;2;52658;4;49496;3;51395;1;49443;5;51946;
2022;Utilizar un formato de inspección no aplicable a la marca y modelo del equipo, instrumento o accesorio.;Puede llevar a la aplicación de estándares incorrectos y resultados de inspección incorrectos.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.5;1;51121;2;52192;0;51702;5;54486;4;49378;3;54976;1;52374;2;53812;0;49936;5;50048;3;51104;4;53386;
2022;Lubricación inadecuada de partes o componentes;Riesgo de desgaste excesivo o daño a partes debido a la falta de lubricación adecuada.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.6;4;48242;1;55490;3;54424;0;54662;5;51211;2;52254;4;49101;3;51061;5;51805;0;53613;2;53472;1;49495;
2022;No registra en el formato de inspección apropiado, el hallazgo de una observación o discrepancia.;Puede llevar a la falta de documentación de observaciones o discrepancias, lo que dificulta el seguimiento y la toma de decisiones.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.7;5;54022;0;52201;4;54908;3;54780;2;54405;1;52950;5;50505;0;54256;3;49633;2;49318;4;52672;1;53723;
2022;No informa situación o estado de avance de un trabajo en ejecución, durante un cambio de turno o interrupción prolongada.;Puede resultar en la falta de comunicación crucial entre los equipos de trabajo y la falta de continuidad en las tareas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.8;2;51556;3;50235;5;54744;1;50936;4;51140;0;52190;2;53379;4;51772;1;53524;0;53326;5;49315;3;49300;
2022;Utilización de un formato de inspección con errores en su traducción al español.;Puede llevar a la interpretación incorrecta y aplicación de estándares incorrectos en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.9;3;53181;5;52972;0;52483;2;49400;1;51214;4;52740;3;49876;1;49393;4;53624;2;54683;0;54039;5;51604;
2022;Falla al medir la tolerancia en calibraciones durante el proceso de prueba de un equipo, instrumento o accesorios.;Puede resultar en mediciones inexactas y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.10;1;54846;4;51905;3;51633;5;54948;0;49408;2;49017;1;52694;3;50510;2;54809;4;51629;5;53298;0;50300;
2022;Aplicación de un valor de prueba mayor o menor, por error al calcular tablas de calibración.;Riesgo de aplicar valores incorrectos y calibraciones incorrectas.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.11;0;49082;2;50914;4;54856;3;55000;5;52892;1;51318;0;52404;5;53530;1;52359;3;51132;2;51857;4;51500;
2022;Utilizar un formato de inspección desactualizado.;Puede resultar en la aplicación de estándares obsoletos o inadecuados en el proceso de inspección.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.12;5;54398;1;52904;2;54597;0;53917;3;52093;4;54185;4;52655;0;49830;3;49429;1;50648;2;51311;5;51937;
2022;Ejecución de una tarea sin registrar en el formato de inspección / trabajo la finalización de esta.;Falta de documentación adecuada de las tareas completadas, lo que puede dificultar el seguimiento y la verificación.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.13;2;51487;4;52471;3;54884;1;53246;0;49937;5;53049;2;52699;3;52420;0;53242;5;50921;4;53111;1;54732;
2022;Daños o abolladuras en la superficie de la aeronave o componente causados durante el servicio;Riesgo de daños estructurales o problemas aerodinámicos.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.14;4;52770;0;48987;1;50314;3;51636;2;53282;5;51552;5;53903;4;49978;2;52553;0;49509;3;51321;1;52806;
2022;Daños causados por elementos extraños a las aeronaves FOD;Riesgo de daños a la aeronave debido a la presencia de objetos extraños en áreas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.15;3;49639;0;49595;4;49434;5;53227;2;50726;1;49463;0;51656;3;51895;5;53179;4;53510;2;49428;1;51853;
2022;Vencimiento de límite de vida útil de componentes;Riesgo de operar componentes fuera de su vida útil designada, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.16;2;50975;5;54377;0;54330;4;53597;1;51935;3;49868;1;52867;2;52982;3;52220;0;50953;5;53521;4;52121;
2022;Aplicación incorrecta de torque;Puede llevar a componentes sueltos o dañados debido a la aplicación incorrecta de fuerza.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.17;0;49834;4;49507;1;51086;2;49782;5;51218;3;49350;3;54955;1;52447;2;52698;5;53647;4;52599;0;52190;
2022;Daño causado por la corrosión de superficies metálicas debido a la exposición a la intemperie;Riesgo de debilitamiento estructural debido a la corrosión, lo que podría afectar la seguridad.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.18;4;51428;1;49324;3;54834;0;54445;2;54584;5;49017;2;49266;4;51206;0;49510;3;52373;1;53887;5;53989;
2022;Mediciones incorrectas;Puede llevar a decisiones incorrectas y posibles fallas o daños no detectados.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.19;5;48412;2;53624;4;49471;1;53741;3;50715;0;52528;5;50557;0;49984;3;51551;2;53269;4;52871;1;49969;
2022;Falta de continuidad de las tareas de mantenimiento;Puede resultar en la falta de seguimiento y documentación adecuada de las tareas, lo que dificulta la toma de decisiones informadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.20;1;48052;3;55308;5;54423;2;52628;0;49449;4;54696;4;52187;0;52773;1;52143;3;49145;5;51108;2;49772;
2022;Inspección especial (NDT, otros) no detecta una discrepancia o daño en el componente;Riesgo de no detectar problemas críticos en componentes durante inspecciones especiales.;4;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.21;0;50769;4;50527;2;51088;1;50791;3;50411;5;54504;3;49881;5;54025;0;50360;2;52739;4;50610;1;49666;
2022;Identificación incorrecta de partes;Puede llevar a la aplicación incorrecta de componentes o el uso de piezas inadecuadas.;3;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.22;2;50923;1;50139;5;51811;0;51348;3;51419;4;51005;5;51850;4;54963;3;52731;1;49090;0;50519;2;53251;
2022;Omisión de inspecciones regulares en componentes críticos, como tren de aterrizaje, motores o sistemas de control ;Puede resultar en falta de detección temprana de problemas críticos en componentes clave.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.23;4;48435;3;48349;0;51340;1;54186;5;54890;2;49818;1;54701;2;51199;0;53843;4;52678;3;49872;5;51219;
2022;Componentes estructurales mal asegurados debido a pernos o remaches sueltos;Riesgo de desprendimiento de componentes estructurales, lo que puede llevar a fallas críticas.;5;Procedimientos de Mantenimiento, Reparación e Inspección;PMRI;P4.24;5;48597;0;53512;4;53284;3;52054;2;53025;1;51034;4;49642;5;52667;1;54780;2;54424;0;49261;3;51725;
2022;Asignar una tarea a una persona sin que esta tenga la competencia requerida (conocimiento y experiencia).;Riesgo de ejecución incorrecta de tareas debido a la falta de conocimiento o experiencia.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.1;3;50767;2;49846;0;49647;5;54086;4;51436;1;51234;2;50950;3;49944;4;49608;5;52024;0;51362;1;53055;
2022;Ejecución de un trabajo sin contar con la atribución de su licencia básica aeronáutica.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación necesaria.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.2;1;49294;5;53840;3;53449;2;52080;0;51501;4;54943;0;51245;4;52191;1;54570;3;52430;2;51899;5;49703;
2022;Efectuar un trabajo sin contar con la autorización de la empresa, cuando aplique (inspección o certificación).;Puede llevar a la realización de tareas sin la supervisión o aprobación necesaria.;3;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.3;4;51892;0;51420;1;52258;3;49049;2;52436;5;50505;3;51758;5;54883;2;52493;0;54602;4;53192;1;49601;
2022;Certificar la conformidad de mantenimiento de un trabajo que exceda la atribución de su licencia aeronáutica.;Riesgo de la certificación incorrecta de trabajos que requieren habilidades adicionales.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.4;2;54097;3;51231;5;53513;1;52802;4;52512;0;52570;1;52058;2;52716;4;49754;0;53542;3;51512;5;52990;
2022;Efectuar un trabajo mientras se encuentra bajo la influencia del alcohol o sustancias prohibidas.;Puede resultar en ejecución incorrecta de tareas debido a la falta de juicio y concentración.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.5;5;54425;1;50596;0;52707;4;49176;3;54726;2;52699;5;52277;4;54148;3;51142;1;49660;2;51111;0;53279;
2022;Asignar un trabajo crítico de mantenimiento a una persona que haya excedido el periodo normal de trabajo diario.;Riesgo de ejecución incorrecta de tareas debido a la fatiga y el agotamiento.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.6;3;54930;4;50243;5;53592;0;53092;1;53525;2;49032;2;49972;0;50287;4;50292;1;50396;5;54198;3;54317;
2022;Ejecución de un trabajo con la licencia aeronáutica vencida.;Riesgo de ejecución incorrecta de tareas debido a la falta de acreditación.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.7;1;55413;0;55584;2;53336;3;49443;4;50612;5;50263;3;53461;4;54213;0;50129;5;50730;2;50438;1;49697;
2022;Detección de Factor-Humano calificado dentro de los (Dirty Dozen);Riesgo de errores debidos a factores humanos, incluyendo la falta de atención y la fatiga.;4;Entrenamiento / Factor-Humano / Competencia del personal técnico;EFHC;P5.8;0;54889;2;49154;1;50632;3;52687;5;50649;4;51205;4;51245;0;50401;1;52507;5;54671;3;53727;2;51079;
2022;Asignar la ejecución de un trabajo que exceda sustancialmente la capacidad física del personal de mantenimiento;Riesgo de ejecución incorrecta de tareas debido a la falta de capacidad física para realizarlas.;4;Entrenamiento y competencia del personal técnico;EFHC;P5.9;4;52601;1;53830;0;49300;2;50780;3;51057;5;53365;1;50819;3;50714;5;53134;2;50304;4;49357;0;53356;
2022;Exceder el periodo de aplicación de una inspección definida en el programa de mantenimiento.;Puede llevar a la falta de detección de problemas en el momento adecuado, aumentando el riesgo de fallas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.1;2;53973;0;48368;4;51081;3;53290;1;53219;5;52918;5;49816;2;50070;4;52328;0;52322;1;54949;3;49079;
2022;No aplicar a tiempo una directiva de aeronavegabilidad o documento equivalente.;Riesgo de no realizar las actualizaciones o modificaciones necesarias en la aeronave.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.2;1;50092;0;50954;2;50971;3;53884;4;54504;5;52531;1;52370;4;53032;3;53144;2;53718;0;54878;5;49779;
2022;No efectuar la remoción y cambio de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.3;4;55143;2;55440;0;49511;1;50742;3;53145;5;49935;0;53427;3;50287;5;49562;4;52087;1;53549;2;49782;
2022;Detección de un elemento, cuando haya expirado su vida en servicio.;Riesgo de operar elementos más allá de su vida útil designada, lo que puede llevar a fallas críticas.;5;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.4;3;51445;5;51465;1;52568;0;50576;4;50241;2;54447;4;49114;1;54689;0;53119;2;50907;5;49879;3;52870;
2022;Detección de un elemento sospechoso de ser una Parte SUP, sin efectuar la notificación a la AAC.;Puede resultar en la falta de acción adecuada para abordar partes sospechosas de ser suplantadas.;4;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.5;2;49684;1;48960;3;49620;5;49191;0;52629;4;52518;5;53523;0;51837;4;54350;3;50163;1;49919;2;51280;
2022;Efectuar un trabajo sin contar con el respaldo de una Orden de trabajo, Orden de ingeniería o documento equivalente.;Riesgo de ejecución de tareas sin una documentación adecuada que guíe el proceso.;3;Aprobación de Retorno al Servicio / Conformidad de Mantenimiento ;RSCM;P6.6;0;52909;3;50105;4;50504;1;52879;2;51388;5;54390;2;51716;5;53520;1;54400;4;52187;3;50782;0;53012;
2022;Certificar la conformidad de mantenimiento para el retorno al servicio, no detectando la existencia de ítems pendientes.;Riesgo de poner en servicio una aeronave con problemas no resueltos.;4;Control Calidad e Inspección ;CCI;P7.1;5;49234;4;51721;2;53471;0;53596;1;51846;3;52967;3;54624;2;51248;0;49062;1;50427;4;49031;5;53448;
2022;Incumplimiento del requisito de inspección/ supervisión de los trabajos efectuados por técnicos no experimentados.;Riesgo de realizar tareas sin la supervisión adecuada, lo que puede llevar a errores.;4;Control Calidad e Inspección ;CCI;P7.2;1;48567;0;49521;3;54247;4;49826;5;51104;2;54358;1;53923;4;50731;2;49258;5;54441;0;50550;3;49129;
2022;Efectuar un trabajo sin contar con las facilidades mínimas requeridas (aislamiento, ventilación, iluminación, ambiente controlado, etc.).;Riesgo de realizar tareas en condiciones no seguras o inadecuadas.;3;Control Calidad e Inspección ;CCI;P7.3;4;50078;2;48876;5;50790;1;50353;3;52654;0;50849;0;53329;3;52557;1;51788;2;51706;4;54972;5;54904;
2022;No fueron tomadas las acciones reactivas para resolver una no conformidad u observación detectada de la auditoría.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.4;3;52286;5;49734;4;54075;0;53188;1;51097;2;53511;4;52699;0;54020;2;54673;3;54192;5;53344;1;50353;
2022;No actualizar un procedimiento de trabajo, requerido por una auditoría tendiente a evitar errores de mantenimiento.;Riesgo de no incorporar mejoras identificadas en auditorías en los procedimientos de trabajo.;3;Control Calidad e Inspección ;CCI;P7.5;2;54049;1;49606;0;49894;3;49129;4;51655;5;50602;5;54961;4;53393;3;54653;1;54788;0;50521;2;53173;
2022;No se informa al ejecutivo responsable de las No conformidades y observaciones detectadas en la auditoría.;Riesgo de no comunicar problemas identificados en auditorías, lo que puede llevar a la falta de acción correctiva.;3;Control Calidad e Inspección ;CCI;P7.6;0;53359;3;51599;1;53582;2;52862;5;49055;4;54430;2;53406;0;52682;4;49395;5;50925;3;50038;1;50033;
2022;No se aplica el seguimiento de las conformidades u observaciones detectadas.;Riesgo de no abordar problemas identificados en auditorías, lo que puede llevar a la repetición de errores.;3;Control Calidad e Inspección ;CCI;P7.7;5;51358;4;55762;3;53032;0;52057;2;51392;1;49057;1;54715;3;51566;0;51555;4;53703;2;54732;5;54351;
2022;Incumplimiento de la periodicidad del programa de capacitación y entrenamiento del personal de mantenimiento.;Riesgo de falta de competencia y habilidades actualizadas del personal de mantenimiento.;4;Control Calidad e Inspección ;CCI;P7.8;3;49337;0;49000;2;49633;4;49143;1;50644;5;49450;5;50121;2;51141;1;54105;3;50882;0;54690;4;52451;
2022;Discrepancias y daños del componente no detectadas;Puede llevar a la operación de componentes con problemas no detectados, aumentando el riesgo de fallas.;4;Control Calidad e Inspección ;CCI;P7.9;1;52387;2;50081;5;52528;0;50720;3;50169;4;53509;4;50687;1;50075;0;54958;5;54355;2;51859;3;50307;
2022;Fallas en la inspección en proceso;Riesgo de no detectar problemas críticos durante la inspección, lo que puede llevar a la falta de acción correctiva.;4;Control Calidad e Inspección ;CCI;P7.10;4;55123;0;48702;1;50361;3;51999;5;50665;2;51929;3;54041;5;49124;4;49860;2;51889;0;52543;1;50070;
2022;Baja rigurosidad y criterio técnico durante una inspección;Puede llevar a la falta de detección de problemas debido a la falta de atención o habilidad técnica.;4;Control Calidad e Inspección ;CCI;P7.11;2;55731;3;52916;0;53851;4;51650;5;53820;1;49163;2;51181;4;50868;1;50947;5;54811;3;52301;0;49253;
